pglmmFPR,pglmmFPR2,glmnetFPR,glmnetPCFPR
0.17233439416609705,0.1950589244645906,0.3181836334010555,0.3256362220784193
0.022458050057251565,0.029966724163735917,0.07385444490149572,0.03927020410296649
0.03025779711756853,0.04744230783165259,0.09056030124942141,0.1023810569473892
0.06314559401541166,0.08159796327927604,0.17258630661128088,0.21512403684498624
0.02936497880759242,0.047485139093232036,0.08492446676000742,0.09499561430851725
0.07990567920419898,0.12400400724555369,0.23675380692540127,0.22220881265775003
0.07156019555352396,0.09808948833636846,0.1880695142933545,0.19783030131380647
0.036241211230667626,0.05794483740661265,0.1232499617199548,0.1045990777242161
0.050090361253527456,0.0710039117874962,0.14217523890838255,0.13056794663456703
0.0670621104956264,0.09578665228619178,0.20441558249932515,0.1687493594650307
0.2746823304226541,0.2548792190317943,0.45739944834300944,0.6017208272402181
0.16953107597519745,0.2233627722465371,0.415198129717323,0.548898800761316
0.040267438204370565,0.06436377716803347,0.12760007973325868,0.2109499122338086
0.25403613381850326,0.24976842874158003,0.46453706038846204,0.5444062719666887
0.05204351361409773,0.07273332288481282,0.1442426729954443,0.13143013133747683
0.09734355331598651,0.12801325460091792,0.24913862707623405,0.3334599183561338
0.15098527696987304,0.18524041429100482,0.3445008443723202,0.30773260693640586
0.01906084731588204,0.027258752955371383,0.07540347650170079,0.0627902361085312
0.09443400571019517,0.18038656284254348,0.31272267226071776,0.2525633940713119
0.022364990221699767,0.034323242266701526,0.07430446830886737,0.05354345453469971
0.5987951747715787,0.6709732639684818,0.840526221167048,0.8205970281753372
0.1545406633216654,0.16703094984406022,0.2778916274272081,0.40594040278199134
0.03767037009887475,0.0648007243238788,0.15463468349276252,0.12795546372981798
0.10058021457580102,0.17877540315315202,0.28566932234326886,0.4230958905904122
0.04332602997189001,0.06609028702322074,0.12466411274330488,0.20253729177180668
0.15219636254508725,0.20997553634115917,0.33121747048423317,0.44936466612526804
0.42587080733112126,0.45599110536084037,0.6642244341011602,0.7623552314551635
0.021208478476609845,0.031586857805914255,0.07439970508580263,0.09358095546629196
0.15736230341326013,0.21358198781032314,0.36861629830404047,0.3897468507637435
0.20351605927857128,0.3269788943865002,0.4840434426083418,0.5710759457856069
0.07108928843839785,0.07725646365391495,0.13012014668915034,0.224656061635448
0.04503630469124165,0.05249945462075752,0.10978304982286781,0.17129423870068541
0.013482644555885093,0.020121214113926183,0.05050741530624619,0.06167814002362688
0.4908939625813795,0.5483195671328556,0.7070624416382816,0.7910669150826445
0.17188766044223336,0.24101361101083818,0.41638937865511155,0.4756255299514288
0.07635794896460318,0.08854806167887164,0.21246286370099599,0.25132447870372654
0.10129250485735433,0.10640054422363,0.21522713303540797,0.2896695292588345
0.17092716915658424,0.2628323573477658,0.4273578192781158,0.5597710959786729
0.16294721428259232,0.18648338069260753,0.3780495480126317,0.5026244131416852
0.09377709366947565,0.08808642257687048,0.17891651879652967,0.16763549174942605
0.13012053210874575,0.12329545774047349,0.33388680221582995,0.3546060673712672
0.22955630819341413,0.2381609991127629,0.47508547859171857,0.39317882709757096
0.32215712636848765,0.27226044817695483,0.5006529152759825,0.5314415493595155
0.315221118000803,0.2638530478089082,0.4903860256902295,0.44449752938227927
0.31178592246585995,0.20646018273386113,0.44184812816818964,0.5456659140425739
0.28084480512673277,0.21225261095049483,0.4967917824159682,0.5043369427006342
0.5340182067981755,0.4283839193777527,0.7093765247517744,0.7617630681293089
0.28271566345005833,0.24866540031819834,0.4893326068164978,0.5334035087124516
0.17325877611344515,0.16975889279342243,0.3823045683690992,0.3665668981586115
0.2543512958058287,0.18309716070973794,0.46479208314422277,0.4572684950473684
0.15418302010958437,0.1293226593380785,0.31525220954062577,0.37297935991615366
0.29222627478607727,0.2786775269563563,0.5134518169421154,0.485502357297272
0.47983791117943436,0.3609342816568443,0.6299842533746356,0.6694143800145311
0.2866366967856523,0.20502245535931501,0.4674437482600522,0.47491324182976774
0.11753347435223793,0.10879922455858063,0.24852821471224146,0.28347125858955563
0.22047133222596532,0.20474226275113055,0.4480035190034889,0.4541661028888155
0.2769206087571867,0.2222231351402133,0.4945188225278496,0.6109538439386911
0.40236600611505924,0.3866844026345213,0.6054476265327656,0.679627927992107
0.32948351660379105,0.2531099552546835,0.5104835298128807,0.5291345804041053
0.11656967807479868,0.120346075101596,0.29931217837622953,0.2933518749290098
0.43672056794581765,0.3039138308833476,0.5986347073492541,0.49236428354870265
0.06673752780037057,0.07642856316209616,0.18979367961579496,0.1509365065017016
0.38236775118738126,0.3428194903548602,0.5718573256233006,0.6498648761209878
0.11217235397983229,0.10905175083285748,0.2807419012937805,0.29703737173331934
0.21552105047479211,0.16867500781604836,0.3950825877014315,0.414834904191108
0.31963563888821483,0.2403875203258217,0.498099954624187,0.5884983404304288
0.20193995948695292,0.1521585454963107,0.39795637573088904,0.4936278433339089
0.2762620999952161,0.2473684619332122,0.4398759866037988,0.37464093219735817
0.2786624891230231,0.26752343324648353,0.4737748383323436,0.3893350780458765
0.03082437417731717,0.05011966570186586,0.10335819868154096,0.05127712603587622
0.03227555960498972,0.05527151097407767,0.0931492452316252,0.10469486802518968
0.01972439248208972,0.04584809607164265,0.08822772655618955,0.04336799407517998
0.10808649610561698,0.09487439481489862,0.24725351140438692,0.2722277356030705
0.35911200111033464,0.2805875935700242,0.5500461909008554,0.5548772630937447
0.24944449129758456,0.2615577312497977,0.47199054618409814,0.5477186832101147
0.3328108770252947,0.2617583497644966,0.5248199597854607,0.5118983013171853
0.2277175582261632,0.19944410602053292,0.42114710368426855,0.3838872356130256
0.04814770297511005,0.07812697540495674,0.1610841023827857,0.09583484286996276
0.03793847765904876,0.04447793306274675,0.09940155902325779,0.1034524054627444
0.0553901856909968,0.08908302716510458,0.1307775060315548,0.09958979638862153
0.03552395803972492,0.053292893237060907,0.11364993900132844,0.08390343665241418
0.02894922298475572,0.04518143287313318,0.09794604381314499,0.09402210723176857
0.026297768157707787,0.039312427396345856,0.08269259094693021,0.06423714411664833
0.0515393473859795,0.09149494095838095,0.15928738168850504,0.09303847128296591
0.01629725119983223,0.02438847508334283,0.06562908531236364,0.05023158264465271
0.31849310580295986,0.23554706154891417,0.44153298935454366,0.5424842302049775
0.07362051174211069,0.06779701689720144,0.15860662493104494,0.1520272045704605
0.15021912480448457,0.21274241319080325,0.3395991043406789,0.20461559354034015
0.12768079254002268,0.13053624251171214,0.25217825993057275,0.2539511022059297
0.0308861703770462,0.03950994829350454,0.0910213038648704,0.07687292846595212
0.05568653063829243,0.07367065546790699,0.15503318303018154,0.08796496424064992
0.04034523696136632,0.06994393320315238,0.14627435445802295,0.10277836598931481
0.09141504777912984,0.17958868794660549,0.2622127910941009,0.21251780561961858
0.07570141064120993,0.1019697666075041,0.2525594882904987,0.13272117864728808
0.0314967666296984,0.037731074610860345,0.09525900120267544,0.09667580452489796
0.026689030016171626,0.03582792523644084,0.0815456856906123,0.04694777781778249
0.16116458466074673,0.17886143722789719,0.3470490233425817,0.3276012736798521
0.2676349625317368,0.3399334422264041,0.5098196583443854,0.4378896454329584
0.4202149175682436,0.40486282667649043,0.6297017726859144,0.6295874927691757
0.06116962106546719,0.0819476171170417,0.17187753854334756,0.09719752632316905
0.01895038444233313,0.020745674039212562,0.08179926437744954,0.05547361873137876
0.047204768363162015,0.0663648248941173,0.12754407488112293,0.14578942032072612
0.06931469683805673,0.0965820237808838,0.1984945000592919,0.14121736377051347
0.02699569555762962,0.057896276562340546,0.09749681064645432,0.056854795357969834
0.08296699554972493,0.11616159202857104,0.23086997035632295,0.22144728203408331
0.06514606919568616,0.0603061243847308,0.17087419530121284,0.15478015376586288
0.024386037778067103,0.033133737624474566,0.09195788978910674,0.06500403906174522
0.058771183298173726,0.07048528714050845,0.15512714875967695,0.14849178350758604
0.04191448047842937,0.05361900313542815,0.11235089721942902,0.1160877991595706
0.19103086976391898,0.21104389470898005,0.389644505564993,0.32322441491547743
0.11015314679015066,0.09125163596312665,0.19285744425541165,0.17770550628199158
0.13143582149181157,0.13596568498438924,0.2474096955957856,0.18631673404987062
0.05802061062937293,0.08475776487000158,0.1831245400793915,0.15983955994742535
0.08873953892352958,0.10899200010236504,0.23751394698401004,0.2537871154733394
0.02658993483114882,0.04278404163927931,0.11279637606161393,0.07019430713648063
0.06938556222818076,0.0868882396457652,0.2007145031000494,0.1836788974281182
0.20255538782906865,0.21737176183560966,0.3420309399605764,0.3446767019270795
0.049903429141234634,0.08629597631617521,0.17834919458392398,0.10712024100163661
0.03347210255835444,0.05470665748774567,0.11257092228385689,0.09906974350510081
0.06233854932812841,0.11175517588382623,0.196299945614317,0.1748084189104514
0.41724522644690953,0.3777505232816973,0.6712430027559917,0.7426085854033845
0.10978110890716412,0.17912385948937817,0.2742821557406395,0.21175634340840715
0.06671377142757744,0.09900710152996754,0.19729406964151058,0.1745301100394628
0.022384282145409273,0.03719783933103287,0.1111396357011188,0.06890087107021536
0.050536353566095274,0.08141354208429596,0.14317045534407144,0.10728687279155631
0.0940195599676712,0.16013583867687242,0.2771698168572188,0.2441389400643477
0.03779107587698566,0.06865729154153254,0.15421128356662828,0.07215393593180941
0.05214821418962836,0.08809484194072222,0.18854494222370494,0.13084916348584236
0.021092713524563884,0.048384894479014735,0.09980757325522689,0.046958686400411086
0.08561519776595386,0.1066485757634778,0.22432325420687055,0.1752830182690096
0.07249887728148167,0.11097606209365696,0.17954208525106255,0.16725947432108665
0.06130593827413342,0.11578805296899125,0.19877912767278422,0.1688596607971897
0.02977084938646455,0.04873036510242856,0.09579056081744926,0.041480425024839895
0.045677976433831445,0.07075868209170273,0.15539308370850557,0.16004843030063498
0.6371289270271568,0.36389510340526515,0.6925237843632701,0.6832604024516016
0.1948480673485516,0.14592767956502484,0.32885264940321673,0.3145117927921074
0.21570464328251457,0.18175712162844307,0.3850318988953134,0.4699843331559437
0.12539358846490817,0.11503483368168549,0.2476031610547051,0.2753755184552604
0.2979999886478678,0.2556947647821106,0.47793329777633464,0.5293841226141098
0.14630878171613856,0.13331592975846868,0.32864601283991973,0.31817824006004836
0.20358477676380696,0.22017298320818351,0.5056288266558511,0.44795275672001733
0.1210176859792672,0.09920791223596057,0.2462937823516515,0.25896965838545805
0.17214205364645085,0.12143688292075068,0.35349452162024325,0.37214181682249636
0.07673048162337881,0.04160151354375984,0.17089887110324783,0.09893933519451013
0.16815594540815912,0.1198942446472579,0.3480559600877787,0.3718658861249796
0.13227474700776706,0.10378741677545057,0.24735176261351144,0.4030507419211496
0.14771114664588872,0.13836535547725656,0.3051112601291061,0.45946875380639657
0.1605876752772189,0.1212884173911758,0.2975196842097451,0.3202299701873182
0.08849362181969773,0.09328575606670295,0.19990713945679878,0.25777677998528864
0.09406040035378002,0.0836653256879999,0.2645652306105028,0.14684659762154478
0.08177501714789272,0.1150716019111869,0.22401985855746692,0.23521421300541506
